Accession,Submitters,Organization,Release_Date,Isolate,Length,Nuc_Completeness,Geo_Location,Country,Host,Isolation_Source,Collection_Date,complete_date,complete_location,date_format,wild/captive,migration pattern,notes
KX257032,"Grottola,A., Marcacci,M., Tagliazucchi,S., Gennari,W., Di Gennaro,A., Orsini,M., Monaco,F., Marchegiano,P., Marini,V., Meacci,M., Rumpianesi,F., Lorusso,A., Pecorari,M., Savini,G.","Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",2016-11-15,,450,partial,Italy: Modena,Italy,Homo sapiens,cerebrospinal fluid,2008,FALSE,,yyyy,,,
KX257033,"Grottola,A., Marcacci,M., Tagliazucchi,S., Gennari,W., Di Gennaro,A., Orsini,M., Monaco,F., Marchegiano,P., Marini,V., Meacci,M., Rumpianesi,F., Lorusso,A., Pecorari,M., Savini,G.","Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",2016-11-15,,450,partial,Italy: Modena,Italy,Homo sapiens,cerebrospinal fluid,2008,FALSE,,yyyy,,,
KX257034,"Grottola,A., Marcacci,M., Tagliazucchi,S., Gennari,W., Di Gennaro,A., Orsini,M., Monaco,F., Marchegiano,P., Marini,V., Meacci,M., Rumpianesi,F., Lorusso,A., Pecorari,M., Savini,G.","Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",2016-11-15,,450,partial,Italy: Modena,Italy,Homo sapiens,cerebrospinal fluid,2008,FALSE,,yyyy,,,
KX257035,"Grottola,A., Marcacci,M., Tagliazucchi,S., Gennari,W., Di Gennaro,A., Orsini,M., Monaco,F., Marchegiano,P., Marini,V., Meacci,M., Rumpianesi,F., Lorusso,A., Pecorari,M., Savini,G.","Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",2016-11-15,,450,partial,Italy: Modena,Italy,Homo sapiens,cerebrospinal fluid,2009,FALSE,,yyyy,,,
KX257036,"Grottola,A., Marcacci,M., Tagliazucchi,S., Gennari,W., Di Gennaro,A., Orsini,M., Monaco,F., Marchegiano,P., Marini,V., Meacci,M., Rumpianesi,F., Lorusso,A., Pecorari,M., Savini,G.","Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",2016-11-15,,450,partial,Italy: Modena,Italy,Homo sapiens,cerebrospinal fluid,2008,FALSE,,yyyy,,,
KX257037,"Grottola,A., Marcacci,M., Tagliazucchi,S., Gennari,W., Di Gennaro,A., Orsini,M., Monaco,F., Marchegiano,P., Marini,V., Meacci,M., Rumpianesi,F., Lorusso,A., Pecorari,M., Savini,G.","Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",2016-11-15,,450,partial,Italy: Modena,Italy,Homo sapiens,blood,2009,FALSE,,yyyy,,,
KX257038,"Grottola,A., Marcacci,M., Tagliazucchi,S., Gennari,W., Di Gennaro,A., Orsini,M., Monaco,F., Marchegiano,P., Marini,V., Meacci,M., Rumpianesi,F., Lorusso,A., Pecorari,M., Savini,G.","Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",2016-11-15,,450,partial,Italy: Modena,Italy,Homo sapiens,blood,2009,FALSE,,yyyy,,,
KX257039,"Grottola,A., Marcacci,M., Tagliazucchi,S., Gennari,W., Di Gennaro,A., Orsini,M., Monaco,F., Marchegiano,P., Marini,V., Meacci,M., Rumpianesi,F., Lorusso,A., Pecorari,M., Savini,G.","Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",2016-11-15,,450,partial,Italy: Macerata,Italy,Turdus merula,,2010,FALSE,,yyyy,,,
KX257040,"Grottola,A., Marcacci,M., Tagliazucchi,S., Gennari,W., Di Gennaro,A., Orsini,M., Monaco,F., Marchegiano,P., Marini,V., Meacci,M., Rumpianesi,F., Lorusso,A., Pecorari,M., Savini,G.","Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",2016-11-15,,450,partial,Italy: Pesaro/Urbino,Italy,Turdus merula,,2010,FALSE,,yyyy,,,
KX257041,"Grottola,A., Marcacci,M., Tagliazucchi,S., Gennari,W., Di Gennaro,A., Orsini,M., Monaco,F., Marchegiano,P., Marini,V., Meacci,M., Rumpianesi,F., Lorusso,A., Pecorari,M., Savini,G.","Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",2016-11-15,,450,partial,Italy: Ancona,Italy,Turdus merula,,2010,FALSE,,yyyy,,,
KX257042,"Grottola,A., Marcacci,M., Tagliazucchi,S., Gennari,W., Di Gennaro,A., Orsini,M., Monaco,F., Marchegiano,P., Marini,V., Meacci,M., Rumpianesi,F., Lorusso,A., Pecorari,M., Savini,G.","Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",2016-11-15,,450,partial,Italy: Ancona,Italy,Turdus merula,,2010,FALSE,,yyyy,,,
KX257043,"Grottola,A., Marcacci,M., Tagliazucchi,S., Gennari,W., Di Gennaro,A., Orsini,M., Monaco,F., Marchegiano,P., Marini,V., Meacci,M., Rumpianesi,F., Lorusso,A., Pecorari,M., Savini,G.","Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",2016-11-15,,450,partial,Italy: Ancona,Italy,Turdus merula,,2010,FALSE,,yyyy,,,
KX257044,"Grottola,A., Marcacci,M., Tagliazucchi,S., Gennari,W., Di Gennaro,A., Orsini,M., Monaco,F., Marchegiano,P., Marini,V., Meacci,M., Rumpianesi,F., Lorusso,A., Pecorari,M., Savini,G.","Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",2016-11-15,,450,partial,Italy: Ferrara,Italy,Phasianus colchicus,,2011,FALSE,,yyyy,,,
KX257045,"Grottola,A., Marcacci,M., Tagliazucchi,S., Gennari,W., Di Gennaro,A., Orsini,M., Monaco,F., Marchegiano,P., Marini,V., Meacci,M., Rumpianesi,F., Lorusso,A., Pecorari,M., Savini,G.","Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",2016-11-15,,450,partial,Italy: Modena,Italy,Garrulus glandarius,,2011,FALSE,,yyyy,,,
KX257046,"Grottola,A., Marcacci,M., Tagliazucchi,S., Gennari,W., Di Gennaro,A., Orsini,M., Monaco,F., Marchegiano,P., Marini,V., Meacci,M., Rumpianesi,F., Lorusso,A., Pecorari,M., Savini,G.","Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",2016-11-15,,450,partial,Italy: Ancona,Italy,Culex pipiens,,2011,FALSE,,yyyy,,,
KX257047,"Grottola,A., Marcacci,M., Tagliazucchi,S., Gennari,W., Di Gennaro,A., Orsini,M., Monaco,F., Marchegiano,P., Marini,V., Meacci,M., Rumpianesi,F., Lorusso,A., Pecorari,M., Savini,G.","Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",2016-11-15,,450,partial,Italy: Ferrara,Italy,Sturnus vulgaris,,2012,FALSE,,yyyy,,,
KX257048,"Grottola,A., Marcacci,M., Tagliazucchi,S., Gennari,W., Di Gennaro,A., Orsini,M., Monaco,F., Marchegiano,P., Marini,V., Meacci,M., Rumpianesi,F., Lorusso,A., Pecorari,M., Savini,G.","Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",2016-11-15,,450,partial,Italy: Pesaro/Urbino,Italy,Turdus merula,,2010,FALSE,,yyyy,,,
KX257049,"Grottola,A., Marcacci,M., Tagliazucchi,S., Gennari,W., Di Gennaro,A., Orsini,M., Monaco,F., Marchegiano,P., Marini,V., Meacci,M., Rumpianesi,F., Lorusso,A., Pecorari,M., Savini,G.","Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",2016-11-15,,450,partial,Italy: Senigallia,Italy,Turdus merula,,2010,FALSE,,yyyy,,,
KX257050,"Grottola,A., Marcacci,M., Tagliazucchi,S., Gennari,W., Di Gennaro,A., Orsini,M., Monaco,F., Marchegiano,P., Marini,V., Meacci,M., Rumpianesi,F., Lorusso,A., Pecorari,M., Savini,G.","Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",2016-11-15,,450,partial,Italy: Senigallia,Italy,Turdus merula,,2010,FALSE,,yyyy,,,
KX257051,"Grottola,A., Marcacci,M., Tagliazucchi,S., Gennari,W., Di Gennaro,A., Orsini,M., Monaco,F., Marchegiano,P., Marini,V., Meacci,M., Rumpianesi,F., Lorusso,A., Pecorari,M., Savini,G.","Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",2016-11-15,,450,partial,Italy: Osimo,Italy,Turdus merula,,2010,FALSE,,yyyy,,,
KX257052,"Grottola,A., Marcacci,M., Tagliazucchi,S., Gennari,W., Di Gennaro,A., Orsini,M., Monaco,F., Marchegiano,P., Marini,V., Meacci,M., Rumpianesi,F., Lorusso,A., Pecorari,M., Savini,G.","Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",2016-11-15,,450,partial,Italy: Osimo,Italy,Turdus merula,,2010,FALSE,,yyyy,,,
KX257053,"Grottola,A., Marcacci,M., Tagliazucchi,S., Gennari,W., Di Gennaro,A., Orsini,M., Monaco,F., Marchegiano,P., Marini,V., Meacci,M., Rumpianesi,F., Lorusso,A., Pecorari,M., Savini,G.","Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",2016-11-15,,450,partial,Italy: Verbania,Italy,Turdus merula,,2015,FALSE,,yyyy,,,
KX268471,"Brioso,I., Herrero,L., Grisenti,M., Ruiz,S., Molero,F., Hernandez,L., Figuerola,J., Rizzoli,A., Sanchez-Seco,M.P., Vazquez,A.","Institute of Health Carlos III, National Center of Microbiology",2022-06-02,ITA-055,11064,complete,,Italy,Culex modestus,,2011,FALSE,,yyyy,,,
KX268472,"Brioso,I., Herrero,L., Grisenti,M., Ruiz,S., Molero,F., Hernandez,L., Figuerola,J., Rizzoli,A., Sanchez-Seco,M.P., Vazquez,A.","Institute of Health Carlos III, National Center of Microbiology",2022-06-02,HU10279/09,11043,complete,,Spain,Culex perexiguus,,2009,FALSE,,yyyy,,,
KX555624,"Lorusso,A., Monaco,F., Marcacci,M., Orsini,M., Di Gennaro,A.P., Portanti,O., Mangone,I., Camma,C., Savini,G.","Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",2016-11-15,,11035,partial,,Italy,Turdus merula,,2010,FALSE,,yyyy,,,
KX555625,"Lorusso,A., Monaco,F., Marcacci,M., Orsini,M., Di Gennaro,A.P., Portanti,O., Mangone,I., Camma,C., Savini,G.","Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",2016-11-15,,11003,partial,,Italy,Turdus merula,,2010,FALSE,,yyyy,,,
KX555626,"Lorusso,A., Monaco,F., Marcacci,M., Orsini,M., Di Gennaro,A.P., Portanti,O., Mangone,I., Camma,C., Savini,G.","Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",2016-11-15,,11035,partial,,Italy,Turdus merula,,2010,FALSE,,yyyy,,,
KX555627,"Lorusso,A., Monaco,F., Marcacci,M., Orsini,M., Di Gennaro,A.P., Portanti,O., Mangone,I., Camma,C., Savini,G.","Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",2016-11-15,,11008,partial,,Italy,Turdus merula,,2010,FALSE,,yyyy,,,
KX555628,"Lorusso,A., Monaco,F., Marcacci,M., Orsini,M., Di Gennaro,A.P., Portanti,O., Mangone,I., Camma,C., Savini,G.","Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",2016-11-15,,10954,partial,,Italy,Turdus merula,,2010,FALSE,,yyyy,,,
KX555629,"Lorusso,A., Monaco,F., Marcacci,M., Orsini,M., Di Gennaro,A.P., Portanti,O., Mangone,I., Camma,C., Savini,G.","Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",2016-11-15,,11023,partial,,Italy,Turdus merula,,2015,FALSE,,yyyy,,,
KX601690,"Lecollinet,S., Blanchard,Y., Manson,C., Lowenski,S., Laloy,E., Quenault,H., Touzain,F., Lucas,P., Eraud,C., Bahuon,C., Zientara,S., Beck,C., Decors,A.","ANSES, Animal Health Laboratory, Maisons-Alfort",2017-01-15,USUV-HautRhin7315/France/2015,11024,complete,Haute Rhin,France,Turdus merula,,2015-08-10,TRUE,,yyyy-mm-dd,,,
KX601691,"Lecollinet,S., Blanchard,Y., Manson,C., Lowenski,S., Laloy,E., Quenault,H., Touzain,F., Lucas,P., Eraud,C., Bahuon,C., Zientara,S., Beck,C., Decors,A.","ANSES, Animal Health Laboratory, Maisons-Alfort",2017-01-15,USUV-HautRhin7316/France/2015,11065,complete,Haute Rhin,France,Turdus merula,,2015-08-05,TRUE,,yyyy-mm-dd,,,
KX601692,"Lecollinet,S., Blanchard,Y., Manson,C., Lowenski,S., Laloy,E., Quenault,H., Touzain,F., Lucas,P., Eraud,C., Bahuon,C., Zientara,S., Beck,C., Decors,A.","ANSES, Animal Health Laboratory, Maisons-Alfort",2017-01-15,USUV-Rhone2705/France/2015,10995,partial,Rhone,France,Turdus merula,,2015-09-23,TRUE,,yyyy-mm-dd,,,
KX816646,"Chiapponi,C., Calzolari,M., Bonilauri,P., Baioni,L., Lelli,D., Moreno,A.",stituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia Romagna,2018-12-31,200092/2010,10203,partial,,Italy,Turdus merula,,2010-08,,,yyyy-mm,,,
KX816647,"Chiapponi,C., Calzolari,M., Bonilauri,P., Baioni,L., Lelli,D., Moreno,A.",stituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia Romagna,2018-12-31,208576-8/2011,10869,partial,,Italy,Culex pipiens,,2011-08,,,yyyy-mm,,,
KX816648,"Chiapponi,C., Calzolari,M., Bonilauri,P., Baioni,L., Lelli,D., Moreno,A.",stituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia Romagna,2018-12-31,220921-2/2011,10214,partial,,Italy,Culex pipiens,,2011-09,,,yyyy-mm,,,
KX816649,"Chiapponi,C., Calzolari,M., Bonilauri,P., Baioni,L., Lelli,D., Moreno,A.",stituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia Romagna,2018-12-31,231247/2011,10873,partial,,Italy,Turdus merula,,2011-09,,,yyyy-mm,,,
KX816650,"Chiapponi,C., Calzolari,M., Bonilauri,P., Baioni,L., Lelli,D., Moreno,A.",stituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia Romagna,2018-12-31,211984-4/2012,10969,partial,,Italy,Culex pipiens,,2012-08,,,yyyy-mm,,,
KX816651,"Chiapponi,C., Calzolari,M., Bonilauri,P., Baioni,L., Lelli,D., Moreno,A.",stituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia Romagna,2018-12-31,211204-8/2012,10387,partial,,Italy,Culex pipiens,,2012-08,,,yyyy-mm,,,
KX816652,"Chiapponi,C., Calzolari,M., Bonilauri,P., Baioni,L., Lelli,D., Moreno,A.",stituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia Romagna,2018-12-31,211204-7/2012,10308,partial,,Italy,Culex pipiens,,2012-08,,,yyyy-mm,,,
KX816653,"Chiapponi,C., Calzolari,M., Bonilauri,P., Baioni,L., Lelli,D., Moreno,A.",stituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia Romagna,2018-12-31,206795-3/2012,10918,partial,,Italy,Culex pipiens,,2012-09,,,yyyy-mm,,,
KX977447,"Desmecht,D., Garigliany,M.","University of Liege, Veterinary Pathology",2017-02-14,,10325,partial,,Belgium,Turdus merula,,2016-09,,,yyyy-mm,,,contact
KY084483,"Sieg,M., Vahlenkamp,T.W., Schmidt,V., Ziegler,U., Heenemann,K., Keller,M., Rueckner,A., Nieper,H., Muluneh,A., Groschup,M.","Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",2017-02-08,,951,partial,Germany: Halle (Saale),Germany,Strix nebulosa,,2016,FALSE,,yyyy,,,
KY084484,"Sieg,M., Vahlenkamp,T.W., Schmidt,V., Ziegler,U., Heenemann,K., Keller,M., Rueckner,A., Nieper,H., Muluneh,A., Groschup,M.","Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",2017-02-08,,948,partial,Germany: Leipzig,Germany,Turdus merula,,2016,FALSE,,yyyy,,,
KY084485,"Sieg,M., Vahlenkamp,T.W., Schmidt,V., Ziegler,U., Heenemann,K., Keller,M., Rueckner,A., Nieper,H., Muluneh,A., Groschup,M.","Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",2017-02-08,,948,partial,Germany: Leipzig,Germany,Turdus merula,,2016,FALSE,,yyyy,,,
KY084486,"Sieg,M., Vahlenkamp,T.W., Schmidt,V., Ziegler,U., Heenemann,K., Keller,M., Rueckner,A., Nieper,H., Muluneh,A., Groschup,M.","Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",2017-02-08,,951,partial,Germany: Leipzig,Germany,Turdus merula,,2016,FALSE,,yyyy,,,
KY084487,"Sieg,M., Vahlenkamp,T.W., Schmidt,V., Ziegler,U., Heenemann,K., Keller,M., Rueckner,A., Nieper,H., Muluneh,A., Groschup,M.","Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",2017-02-08,,951,partial,Germany: Leipzig,Germany,Turdus merula,,2016,FALSE,,yyyy,,,
KY084488,"Sieg,M., Vahlenkamp,T.W., Schmidt,V., Ziegler,U., Heenemann,K., Keller,M., Rueckner,A., Nieper,H., Muluneh,A., Groschup,M.","Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",2017-02-08,,960,partial,Germany: Leipzig,Germany,Turdus merula,,2016,FALSE,,yyyy,,,
KY084489,"Sieg,M., Vahlenkamp,T.W., Schmidt,V., Ziegler,U., Heenemann,K., Keller,M., Rueckner,A., Nieper,H., Muluneh,A., Groschup,M.","Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",2017-02-08,,951,partial,Germany: Leipzig,Germany,Turdus merula,,2016,FALSE,,yyyy,,,
KY084490,"Sieg,M., Vahlenkamp,T.W., Schmidt,V., Ziegler,U., Heenemann,K., Keller,M., Rueckner,A., Nieper,H., Muluneh,A., Groschup,M.","Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",2017-02-08,,954,partial,Germany: Leipzig,Germany,Turdus merula,,2016,FALSE,,yyyy,,,
KY084491,"Sieg,M., Vahlenkamp,T.W., Schmidt,V., Ziegler,U., Heenemann,K., Keller,M., Rueckner,A., Nieper,H., Muluneh,A., Groschup,M.","Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",2017-02-08,,951,partial,Germany: Leipzig,Germany,Turdus merula,,2016,FALSE,,yyyy,,,
KY084492,"Sieg,M., Vahlenkamp,T.W., Schmidt,V., Ziegler,U., Heenemann,K., Keller,M., Rueckner,A., Nieper,H., Muluneh,A., Groschup,M.","Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",2017-02-08,,954,partial,Germany: Leipzig,Germany,Turdus merula,,2016,FALSE,,yyyy,,,
KY084493,"Sieg,M., Vahlenkamp,T.W., Schmidt,V., Ziegler,U., Heenemann,K., Keller,M., Rueckner,A., Nieper,H., Muluneh,A., Groschup,M.","Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",2017-02-08,,948,partial,Germany: Leipzig,Germany,Turdus merula,,2016,FALSE,,yyyy,,,
KY084494,"Sieg,M., Vahlenkamp,T.W., Schmidt,V., Ziegler,U., Heenemann,K., Keller,M., Rueckner,A., Nieper,H., Muluneh,A., Groschup,M.","Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",2017-02-08,,909,partial,Germany: Leipzig,Germany,Turdus merula,,2016,FALSE,,yyyy,,,
KY084495,"Sieg,M., Vahlenkamp,T.W., Schmidt,V., Ziegler,U., Heenemann,K., Keller,M., Rueckner,A., Nieper,H., Muluneh,A., Groschup,M.","Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",2017-02-08,,948,partial,Germany: Leipzig,Germany,Turdus merula,,2016,FALSE,,yyyy,,,
KY084496,"Sieg,M., Vahlenkamp,T.W., Schmidt,V., Ziegler,U., Heenemann,K., Keller,M., Rueckner,A., Nieper,H., Muluneh,A., Groschup,M.","Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",2017-02-08,,948,partial,Germany: Leipzig,Germany,Turdus merula,,2016,FALSE,,yyyy,,,
KY084497,"Sieg,M., Vahlenkamp,T.W., Schmidt,V., Ziegler,U., Heenemann,K., Keller,M., Rueckner,A., Nieper,H., Muluneh,A., Groschup,M.","Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",2017-02-08,,942,partial,Germany: Zeitz,Germany,Culex,,2016,FALSE,,yyyy,,,
KY084498,"Sieg,M., Vahlenkamp,T.W., Schmidt,V., Ziegler,U., Heenemann,K., Keller,M., Rueckner,A., Nieper,H., Muluneh,A., Groschup,M.","Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",2017-02-08,,945,partial,Germany: Dresden,Germany,Turdus merula,,2016,FALSE,,yyyy,,,
KY113089,"Cadar,D., Luhken,R., van der Jeugd,H., Garigliany,M., Ziegler,U., Keller,M., Lahoreau,J., Lachmann,L., Becker,N., Kik,M., Oude Munnink,B.B., Bosch,S., Tannich,E., Linden,A., Schmidt,V., Koopmans,M.P., Rijks,J., Desmecht,D., Groschup,M.H., Reusken,C., Schmidt-Chanasit,J., Luehken,R.","Bernhard Nocht Institute for Tropical Medicine, Virology",2017-02-28,BNI-472,265,partial,,Germany,,,2016,FALSE,,yyyy,,,
KY113090,"Cadar,D., Luhken,R., van der Jeugd,H., Garigliany,M., Ziegler,U., Keller,M., Lahoreau,J., Lachmann,L., Becker,N., Kik,M., Oude Munnink,B.B., Bosch,S., Tannich,E., Linden,A., Schmidt,V., Koopmans,M.P., Rijks,J., Desmecht,D., Groschup,M.H., Reusken,C., Schmidt-Chanasit,J., Luehken,R.","Bernhard Nocht Institute for Tropical Medicine, Virology",2017-02-28,BNI-489,265,partial,,Germany,,,2016,FALSE,,yyyy,,,
KY113091,"Cadar,D., Luhken,R., van der Jeugd,H., Garigliany,M., Ziegler,U., Keller,M., Lahoreau,J., Lachmann,L., Becker,N., Kik,M., Oude Munnink,B.B., Bosch,S., Tannich,E., Linden,A., Schmidt,V., Koopmans,M.P., Rijks,J., Desmecht,D., Groschup,M.H., Reusken,C., Schmidt-Chanasit,J., Luehken,R.","Bernhard Nocht Institute for Tropical Medicine, Virology",2017-02-28,BNI-490,265,partial,North Rhine-Westphalia,Germany,,,2016,FALSE,,yyyy,,,
KY113092,"Cadar,D., Luhken,R., van der Jeugd,H., Garigliany,M., Ziegler,U., Keller,M., Lahoreau,J., Lachmann,L., Becker,N., Kik,M., Oude Munnink,B.B., Bosch,S., Tannich,E., Linden,A., Schmidt,V., Koopmans,M.P., Rijks,J., Desmecht,D., Groschup,M.H., Reusken,C., Schmidt-Chanasit,J., Luehken,R.","Bernhard Nocht Institute for Tropical Medicine, Virology",2017-02-28,BNI-491,265,partial,,Germany,,,2016,FALSE,,yyyy,,,
KY113093,"Cadar,D., Luhken,R., van der Jeugd,H., Garigliany,M., Ziegler,U., Keller,M., Lahoreau,J., Lachmann,L., Becker,N., Kik,M., Oude Munnink,B.B., Bosch,S., Tannich,E., Linden,A., Schmidt,V., Koopmans,M.P., Rijks,J., Desmecht,D., Groschup,M.H., Reusken,C., Schmidt-Chanasit,J., Luehken,R.","Bernhard Nocht Institute for Tropical Medicine, Virology",2017-02-28,BNI-492,265,partial,,Germany,,,2016,FALSE,,yyyy,,,
KY113094,"Cadar,D., Luhken,R., van der Jeugd,H., Garigliany,M., Ziegler,U., Keller,M., Lahoreau,J., Lachmann,L., Becker,N., Kik,M., Oude Munnink,B.B., Bosch,S., Tannich,E., Linden,A., Schmidt,V., Koopmans,M.P., Rijks,J., Desmecht,D., Groschup,M.H., Reusken,C., Schmidt-Chanasit,J., Luehken,R.","Bernhard Nocht Institute for Tropical Medicine, Virology",2017-02-28,BNI-493,265,partial,,Germany,,,2016,FALSE,,yyyy,,,
KY113095,"Cadar,D., Luhken,R., van der Jeugd,H., Garigliany,M., Ziegler,U., Keller,M., Lahoreau,J., Lachmann,L., Becker,N., Kik,M., Oude Munnink,B.B., Bosch,S., Tannich,E., Linden,A., Schmidt,V., Koopmans,M.P., Rijks,J., Desmecht,D., Groschup,M.H., Reusken,C., Schmidt-Chanasit,J., Luehken,R.","Bernhard Nocht Institute for Tropical Medicine, Virology",2017-02-28,BNI-494,265,partial,,Germany,,,2016,FALSE,,yyyy,,,
KY113096,"Cadar,D., Luhken,R., van der Jeugd,H., Garigliany,M., Ziegler,U., Keller,M., Lahoreau,J., Lachmann,L., Becker,N., Kik,M., Oude Munnink,B.B., Bosch,S., Tannich,E., Linden,A., Schmidt,V., Koopmans,M.P., Rijks,J., Desmecht,D., Groschup,M.H., Reusken,C., Schmidt-Chanasit,J., Luehken,R.","Bernhard Nocht Institute for Tropical Medicine, Virology",2017-02-28,BNI-495,265,partial,,Germany,,,2016,FALSE,,yyyy,,,
KY113097,"Cadar,D., Luhken,R., van der Jeugd,H., Garigliany,M., Ziegler,U., Keller,M., Lahoreau,J., Lachmann,L., Becker,N., Kik,M., Oude Munnink,B.B., Bosch,S., Tannich,E., Linden,A., Schmidt,V., Koopmans,M.P., Rijks,J., Desmecht,D., Groschup,M.H., Reusken,C., Schmidt-Chanasit,J., Luehken,R.","Bernhard Nocht Institute for Tropical Medicine, Virology",2017-02-28,BNI-497,265,partial,North Rhine-Westphalia,Germany,,,2016,FALSE,,yyyy,,,
KY113098,"Cadar,D., Luhken,R., van der Jeugd,H., Garigliany,M., Ziegler,U., Keller,M., Lahoreau,J., Lachmann,L., Becker,N., Kik,M., Oude Munnink,B.B., Bosch,S., Tannich,E., Linden,A., Schmidt,V., Koopmans,M.P., Rijks,J., Desmecht,D., Groschup,M.H., Reusken,C., Schmidt-Chanasit,J., Luehken,R.","Bernhard Nocht Institute for Tropical Medicine, Virology",2017-02-28,BNI-499,265,partial,,Germany,,,2016,FALSE,,yyyy,,,
KY113099,"Cadar,D., Luhken,R., van der Jeugd,H., Garigliany,M., Ziegler,U., Keller,M., Lahoreau,J., Lachmann,L., Becker,N., Kik,M., Oude Munnink,B.B., Bosch,S., Tannich,E., Linden,A., Schmidt,V., Koopmans,M.P., Rijks,J., Desmecht,D., Groschup,M.H., Reusken,C., Schmidt-Chanasit,J., Luehken,R.","Bernhard Nocht Institute for Tropical Medicine, Virology",2017-02-28,BNI-500,265,partial,,Germany,,,2016,FALSE,,yyyy,,,
KY113100,"Cadar,D., Luhken,R., van der Jeugd,H., Garigliany,M., Ziegler,U., Keller,M., Lahoreau,J., Lachmann,L., Becker,N., Kik,M., Oude Munnink,B.B., Bosch,S., Tannich,E., Linden,A., Schmidt,V., Koopmans,M.P., Rijks,J., Desmecht,D., Groschup,M.H., Reusken,C., Schmidt-Chanasit,J., Luehken,R.","Bernhard Nocht Institute for Tropical Medicine, Virology",2017-02-28,BNI-501,265,partial,,Germany,,,2016,FALSE,,yyyy,,,
KY113101,"Cadar,D., Luhken,R., van der Jeugd,H., Garigliany,M., Ziegler,U., Keller,M., Lahoreau,J., Lachmann,L., Becker,N., Kik,M., Oude Munnink,B.B., Bosch,S., Tannich,E., Linden,A., Schmidt,V., Koopmans,M.P., Rijks,J., Desmecht,D., Groschup,M.H., Reusken,C., Schmidt-Chanasit,J., Luehken,R.","Bernhard Nocht Institute for Tropical Medicine, Virology",2017-02-28,BNI-504,265,partial,North Rhine-Westphalia,Germany,,,2016,FALSE,,yyyy,,,
