tipnames,sequence_accession,sequence_isolate,nuts0_name,nuts0_id,nuts1_name,nuts1_id,nuts2_name,nuts2_id,nuts3_name,nuts3_id,date_ymd,date_dec,date_ym,date_y,host_class,host_order,host_family,host_sciname,host_commonname,organization,collection_location,tissue_specimen_source,biosample,bioproject,date_format,geocode_coords,location_precision,sequence_start,sequence_end,sequence_length,generegion_NS5_8968_9264,generegion_NS5_9100_9600,generegion_NS5_10042_10312,generegion_env_1003_1491,generegion_nflg,lineage,sublineage,drop_fli
MG461309|USUV_100m_Israel04_USUTU_|culex_pipiens|IL|2004-07-14,MG461309,USUV_100m_Israel04[USUTU],Israel,IL,NA,NA,NA,NA,NA,NA,2004-07-14,2004.53278688525,2004-07,2004,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Ministry of Health, Central Virology Laboratory",israel,NA,NA,NA,yyyy-mm-dd,"c(34.851612, 31.046051)",nuts0,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MG461310|USUV_269m_Israel04_USUTU_|culex_perexiguus|IL|2004-08-24,MG461310,USUV_269m_Israel04[USUTU],Israel,IL,NA,NA,NA,NA,NA,NA,2004-08-24,2004.64480874317,2004-08,2004,insecta,diptera,culicidae,culex perexiguus,culex perexiguus,"Ministry of Health, Central Virology Laboratory",israel,NA,NA,NA,yyyy-mm-dd,"c(34.851612, 31.046051)",nuts0,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MG461311|USUV_341m_Israel04_USUTU_|culex_pipiens|IL|2004-09-23,MG461311,USUV_341m_Israel04[USUTU],Israel,IL,NA,NA,NA,NA,NA,NA,2004-09-23,2004.72677595628,2004-09,2004,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Ministry of Health, Central Virology Laboratory",israel,NA,NA,NA,yyyy-mm-dd,"c(34.851612, 31.046051)",nuts0,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MG461312|USUV_355m_Israel04_USUTU_|culex_perexiguus|IL|2004-09-27,MG461312,USUV_355m_Israel04[USUTU],Israel,IL,NA,NA,NA,NA,NA,NA,2004-09-27,2004.73770491803,2004-09,2004,insecta,diptera,culicidae,culex perexiguus,culex perexiguus,"Ministry of Health, Central Virology Laboratory",israel,NA,NA,NA,yyyy-mm-dd,"c(34.851612, 31.046051)",nuts0,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MG461313|USUV_550m_Israel15_USUTU_|culex_perexiguus|IL|2015-09-08,MG461313,USUV_550m_Israel15[USUTU],Israel,IL,NA,NA,NA,NA,NA,NA,2015-09-08,2015.68493150685,2015-09,2015,insecta,diptera,culicidae,culex perexiguus,culex perexiguus,"Ministry of Health, Central Virology Laboratory",israel,NA,NA,NA,yyyy-mm-dd,"c(34.851612, 31.046051)",nuts0,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MG461314|USUV_379m_Israel04_USUTU_|culex_pipiens|IL|2004-10-14,MG461314,USUV_379m_Israel04[USUTU],Israel,IL,NA,NA,NA,NA,NA,NA,2004-10-14,2004.78415300546,2004-10,2004,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Ministry of Health, Central Virology Laboratory",israel,NA,NA,NA,yyyy-mm-dd,"c(34.851612, 31.046051)",nuts0,3417,3604,187,0,0,0,0,0,NA,NA,FALSE
MF374485|NA|homo_sapiens|ZA|1959-02-06,MF374485,NA,South Africa,ZA,NA,NA,NA,NA,NA,NA,1959-02-06,1959.09863013699,1959-02,1959,mammalia,primates,hominidae,homo sapiens,human,"Umr190 Emergence des Pathologies Virales"""" Epv: Aix-Marseille Univ-Ird190-Inserm1207-Ehesp-Ihu Mediterranee Infection, Faculty of Medecine",south africa,NA,NA,NA,yyyy-mm-dd,"c(22.937506, -30.559482)",nuts0,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MF991886|BD1/17-AT|homo_sapiens|AT|2017-07-24,MF991886,BD1/17-AT,Österreich,AT,NA,NA,NA,NA,NA,NA,2017-07-24,2017.55890410959,2017-07,2017,mammalia,primates,hominidae,homo sapiens,human,"Institute of Virology, University of Veterinary Medicine Vienna, Viral Zoonoses, Emerging and Vector-Borne Infections Group",austria,NA,NA,NA,yyyy-mm-dd,"c(14.550072, 47.516231)",nuts0,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MF991887|BD1/16-AT|homo_sapiens|AT|2016-09-18,MF991887,BD1/16-AT,Österreich,AT,NA,NA,NA,NA,NA,NA,2016-09-18,2016.7131147541,2016-09,2016,mammalia,primates,hominidae,homo sapiens,human,"Institute of Virology, University of Veterinary Medicine Vienna, Viral Zoonoses, Emerging and Vector-Borne Infections Group",austria,NA,NA,NA,yyyy-mm-dd,"c(14.550072, 47.516231)",nuts0,10043,10313,270,0,0,1,0,0,NA,NA,FALSE
MF991888|BD2/17-AT|homo_sapiens|AT|2017-08-05,MF991888,BD2/17-AT,Österreich,AT,NA,NA,NA,NA,NA,NA,2017-08-05,2017.59178082192,2017-08,2017,mammalia,primates,hominidae,homo sapiens,human,"Institute of Virology, University of Veterinary Medicine Vienna, Viral Zoonoses, Emerging and Vector-Borne Infections Group",austria,NA,NA,NA,yyyy-mm-dd,"c(14.550072, 47.516231)",nuts0,10043,10313,270,0,0,1,0,0,NA,NA,FALSE
MF991889|BD4/17-AT|homo_sapiens|AT|2017-08-12,MF991889,BD4/17-AT,Österreich,AT,NA,NA,NA,NA,NA,NA,2017-08-12,2017.61095890411,2017-08,2017,mammalia,primates,hominidae,homo sapiens,human,"Institute of Virology, University of Veterinary Medicine Vienna, Viral Zoonoses, Emerging and Vector-Borne Infections Group",austria,NA,NA,NA,yyyy-mm-dd,"c(14.550072, 47.516231)",nuts0,10043,10313,270,0,0,1,0,0,NA,NA,FALSE
MF991890|BD6/17-AT|homo_sapiens|AT|2017-08-19,MF991890,BD6/17-AT,Österreich,AT,NA,NA,NA,NA,NA,NA,2017-08-19,2017.6301369863,2017-08,2017,mammalia,primates,hominidae,homo sapiens,human,"Institute of Virology, University of Veterinary Medicine Vienna, Viral Zoonoses, Emerging and Vector-Borne Infections Group",austria,NA,NA,NA,yyyy-mm-dd,"c(14.550072, 47.516231)",nuts0,10034,10313,279,0,0,1,0,0,NA,NA,FALSE
KY426750|NA|turdus_merula|DE|2015-10-07,KY426750,NA,Deutschland,DE,NA,NA,NA,NA,NA,NA,2015-10-07,2015.76438356164,2015-10,2015,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Bernhard Nocht Institute for Tropical Medicine, Virology",germany,NA,NA,NA,yyyy-mm-dd,"c(10.451526, 51.165691)",nuts0,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
KY426751|NA|turdus_pilaris|DE|2015-09-01,KY426751,NA,Deutschland,DE,NA,NA,NA,NA,NA,NA,2015-09-01,2015.66575342466,2015-09,2015,Aves,passeriformes,turdidae,turdus pilaris,fieldfare,"Bernhard Nocht Institute for Tropical Medicine, Virology",germany,NA,NA,NA,yyyy-mm-dd,"c(10.451526, 51.165691)",nuts0,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
KY426752|NA|turdus_merula|DE|2015-08-18,KY426752,NA,Deutschland,DE,NA,NA,NA,NA,NA,NA,2015-08-18,2015.62739726027,2015-08,2015,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Bernhard Nocht Institute for Tropical Medicine, Virology",germany,NA,NA,NA,yyyy-mm-dd,"c(10.451526, 51.165691)",nuts0,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
KY426753|NA|turdus_merula|DE|2015-08-18,KY426753,NA,Deutschland,DE,NA,NA,NA,NA,NA,NA,2015-08-18,2015.62739726027,2015-08,2015,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Bernhard Nocht Institute for Tropical Medicine, Virology",germany,NA,NA,NA,yyyy-mm-dd,"c(10.451526, 51.165691)",nuts0,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
KY426754|NA|turdus_merula|DE|2015-09-09,KY426754,NA,Deutschland,DE,NA,NA,NA,NA,NA,NA,2015-09-09,2015.68767123288,2015-09,2015,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Bernhard Nocht Institute for Tropical Medicine, Virology",germany,NA,NA,NA,yyyy-mm-dd,"c(10.451526, 51.165691)",nuts0,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
KY426755|NA|turdus_merula|DE|2016-09-19,KY426755,NA,Deutschland,DE,NA,NA,NA,NA,NA,NA,2016-09-19,2016.71584699454,2016-09,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Bernhard Nocht Institute for Tropical Medicine, Virology",germany,NA,NA,NA,yyyy-mm-dd,"c(10.451526, 51.165691)",nuts0,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
KY426756|NA|turdus_merula|DE|2016-09-23,KY426756,NA,Deutschland,DE,NA,NA,NA,NA,NA,NA,2016-09-23,2016.72677595628,2016-09,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Bernhard Nocht Institute for Tropical Medicine, Virology",germany,NA,NA,NA,yyyy-mm-dd,"c(10.451526, 51.165691)",nuts0,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
KY426757|NA|turdus_merula|DE|2016-09-23,KY426757,NA,Deutschland,DE,NA,NA,NA,NA,NA,NA,2016-09-23,2016.72677595628,2016-09,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Bernhard Nocht Institute for Tropical Medicine, Virology",germany,NA,NA,NA,yyyy-mm-dd,"c(10.451526, 51.165691)",nuts0,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
KY426758|NA|turdus_merula|DE|2016-09-25,KY426758,NA,Deutschland,DE,NA,NA,NA,NA,NA,NA,2016-09-25,2016.73224043716,2016-09,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Bernhard Nocht Institute for Tropical Medicine, Virology",germany,NA,NA,NA,yyyy-mm-dd,"c(10.451526, 51.165691)",nuts0,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
KY426759|NA|turdus_merula|DE|2016-09-12,KY426759,NA,Deutschland,DE,NA,NA,NA,NA,NA,NA,2016-09-12,2016.69672131148,2016-09,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Bernhard Nocht Institute for Tropical Medicine, Virology",germany,NA,NA,NA,yyyy-mm-dd,"c(10.451526, 51.165691)",nuts0,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
KY426760|NA|turdus_merula|DE|2016-09-29,KY426760,NA,Deutschland,DE,NA,NA,NA,NA,NA,NA,2016-09-29,2016.74316939891,2016-09,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Bernhard Nocht Institute for Tropical Medicine, Virology",germany,NA,NA,NA,yyyy-mm-dd,"c(10.451526, 51.165691)",nuts0,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
KY426761|NA|turdus_merula|DE|2016-09-04,KY426761,NA,Deutschland,DE,NA,NA,NA,NA,NA,NA,2016-09-04,2016.67486338798,2016-09,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Bernhard Nocht Institute for Tropical Medicine, Virology",germany,NA,NA,NA,yyyy-mm-dd,"c(10.451526, 51.165691)",nuts0,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
KY426762|NA|turdus_merula|DE|2016-09-26,KY426762,NA,Deutschland,DE,NA,NA,NA,NA,NA,NA,2016-09-26,2016.7349726776,2016-09,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Bernhard Nocht Institute for Tropical Medicine, Virology",germany,NA,NA,NA,yyyy-mm-dd,"c(10.451526, 51.165691)",nuts0,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
KY426763|NA|turdus_merula|DE|2016-09-24,KY426763,NA,Deutschland,DE,NA,NA,NA,NA,NA,NA,2016-09-24,2016.72950819672,2016-09,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Bernhard Nocht Institute for Tropical Medicine, Virology",germany,NA,NA,NA,yyyy-mm-dd,"c(10.451526, 51.165691)",nuts0,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
KY426764|NA|turdus_merula|DE|2016-10-04,KY426764,NA,Deutschland,DE,NA,NA,NA,NA,NA,NA,2016-10-04,2016.75683060109,2016-10,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Bernhard Nocht Institute for Tropical Medicine, Virology",germany,NA,NA,NA,yyyy-mm-dd,"c(10.451526, 51.165691)",nuts0,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
KY426765|NA|turdus_merula|DE|2016-09-30,KY426765,NA,Deutschland,DE,NA,NA,NA,NA,NA,NA,2016-09-30,2016.74590163934,2016-09,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Bernhard Nocht Institute for Tropical Medicine, Virology",germany,NA,NA,NA,yyyy-mm-dd,"c(10.451526, 51.165691)",nuts0,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
KY426766|NA|turdus_merula|DE|2016-10-11,KY426766,NA,Deutschland,DE,NA,NA,NA,NA,NA,NA,2016-10-11,2016.77595628415,2016-10,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Bernhard Nocht Institute for Tropical Medicine, Virology",germany,NA,NA,NA,yyyy-mm-dd,"c(10.451526, 51.165691)",nuts0,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
KY426767|NA|turdus_merula|DE|2016-10-14,KY426767,NA,Deutschland,DE,NA,NA,NA,NA,NA,NA,2016-10-14,2016.78415300546,2016-10,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Bernhard Nocht Institute for Tropical Medicine, Virology",germany,NA,NA,NA,yyyy-mm-dd,"c(10.451526, 51.165691)",nuts0,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
KY426768|NA|turdus_merula|DE|2016-10-12,KY426768,NA,Deutschland,DE,NA,NA,NA,NA,NA,NA,2016-10-12,2016.77868852459,2016-10,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Bernhard Nocht Institute for Tropical Medicine, Virology",germany,NA,NA,NA,yyyy-mm-dd,"c(10.451526, 51.165691)",nuts0,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
KY426769|NA|turdus_merula|DE|2016-09-20,KY426769,NA,Deutschland,DE,NA,NA,NA,NA,NA,NA,2016-09-20,2016.71857923497,2016-09,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Bernhard Nocht Institute for Tropical Medicine, Virology",germany,NA,NA,NA,yyyy-mm-dd,"c(10.451526, 51.165691)",nuts0,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
KY426770|NA|turdus_merula|DE|2016-09-20,KY426770,NA,Deutschland,DE,NA,NA,NA,NA,NA,NA,2016-09-20,2016.71857923497,2016-09,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Bernhard Nocht Institute for Tropical Medicine, Virology",germany,NA,NA,NA,yyyy-mm-dd,"c(10.451526, 51.165691)",nuts0,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
KY315178|Gracula_religiosa/U1609393/Belgium/2016|gracula_religiosa|BE|2016-10-03,KY315178,Gracula religiosa/U1609393/Belgium/2016,Belgique/België,BE,NA,NA,NA,NA,NA,NA,2016-10-03,2016.75409836066,2016-10,2016,Aves,passeriformes,sturnidae,gracula religiosa,common hill myna,"Veterinary and Agrochemical Research Center (CODA-CERVA), O.D. Viral Diseases",belgium,brain,NA,NA,yyyy-mm-dd,"c(4.469936, 50.503887)",nuts0,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
KT445930|13-662|culex_modestus|CZ|2013-08-07,KT445930,13-662,Česko,CZ,NA,NA,NA,NA,NA,NA,2013-08-07,2013.59726027397,2013-08,2013,insecta,diptera,culicidae,culex modestus,culex modestus,"Institute of Virology, University of Veterinary Medicine, Viral Zoonoses, Emerging and Vector-Borne Infections Group",czech republic,NA,NA,NA,yyyy-mm-dd,"c(15.472962, 49.817492)",nuts0,1520,7937,6417,0,0,0,0,1,NA,NA,FALSE
JX236666|NA|turdus_merula|CZ|2011-05-25,JX236666,NA,Česko,CZ,NA,NA,NA,NA,NA,NA,2011-05-25,2011.39452054795,2011-05,2011,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Clinical Virology, University of Veterinary Medicine Vienna, Zoonoses and Emerging Infections Group",czech republic,brain,NA,NA,yyyy-mm-dd,"c(15.472962, 49.817492)",nuts0,1086,2919,1833,0,0,0,1,0,NA,NA,FALSE
JX236667|NA|turdus_merula|CZ|2011-05-25,JX236667,NA,Česko,CZ,NA,NA,NA,NA,NA,NA,2011-05-25,2011.39452054795,2011-05,2011,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Clinical Virology, University of Veterinary Medicine Vienna, Zoonoses and Emerging Infections Group",czech republic,brain,NA,NA,yyyy-mm-dd,"c(15.472962, 49.817492)",nuts0,10043,10313,270,0,0,1,0,0,NA,NA,FALSE
OM202464|Greater_London_2021|turdus_merula|UK|2021-09,OM202464,Greater London 2021,United Kingdom,UK,London,UKI,NA,NA,NA,NA,NA,NA,2021-09,2021,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Animal and Plant Health Agency, Virology Department",london,NA,NA,NA,yyyy-mm,"c(-0.1275862, 51.5072178)",nuts1,1,10313,10312,1,1,1,1,1,Africa 3,Africa 3.2,FALSE
MW001216|NA|turdus_merula|UK|2020-07,MW001216,NA,United Kingdom,UK,London,UKI,NA,NA,NA,NA,NA,NA,2020-07,2020,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Animal and Plant Health Agency, Virology Department",london,brain,NA,NA,yyyy-mm,"c(-0.1275862, 51.5072178)",nuts1,1,10313,10312,1,1,1,1,1,Africa 3,Africa 3.2,FALSE
MK092886|BD3/18-AT|homo_sapiens|AT|2018-08,MK092886,BD3/18-AT,Österreich,AT,Ostösterreich,AT1,NA,NA,NA,NA,NA,NA,2018-08,2018,mammalia,primates,hominidae,homo sapiens,human,"University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",ostösterreich,blood,NA,NA,yyyy-mm,"c(15.8049558, 48.108077)",nuts1,9137,9525,388,0,1,0,0,0,NA,NA,FALSE
MK092887|BD16/18-AT|homo_sapiens|AT|2018-08,MK092887,BD16/18-AT,Österreich,AT,Ostösterreich,AT1,NA,NA,NA,NA,NA,NA,2018-08,2018,mammalia,primates,hominidae,homo sapiens,human,"University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",ostösterreich,blood,NA,NA,yyyy-mm,"c(15.8049558, 48.108077)",nuts1,9137,9525,388,0,1,0,0,0,NA,NA,FALSE
MK092888|BD5/18-AT|homo_sapiens|AT|2018-08,MK092888,BD5/18-AT,Österreich,AT,Ostösterreich,AT1,NA,NA,NA,NA,NA,NA,2018-08,2018,mammalia,primates,hominidae,homo sapiens,human,"University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",ostösterreich,blood,NA,NA,yyyy-mm,"c(15.8049558, 48.108077)",nuts1,9137,9525,388,0,1,0,0,0,NA,NA,FALSE
MK092889|BD7/18-AT|homo_sapiens|AT|2018-08,MK092889,BD7/18-AT,Österreich,AT,Ostösterreich,AT1,NA,NA,NA,NA,NA,NA,2018-08,2018,mammalia,primates,hominidae,homo sapiens,human,"University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",ostösterreich,blood,NA,NA,yyyy-mm,"c(15.8049558, 48.108077)",nuts1,9137,9525,388,0,1,0,0,0,NA,NA,FALSE
MK092890|BD10/18-AT|homo_sapiens|AT|2018-08,MK092890,BD10/18-AT,Österreich,AT,Ostösterreich,AT1,NA,NA,NA,NA,NA,NA,2018-08,2018,mammalia,primates,hominidae,homo sapiens,human,"University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",ostösterreich,blood,NA,NA,yyyy-mm,"c(15.8049558, 48.108077)",nuts1,9137,9525,388,0,1,0,0,0,NA,NA,FALSE
MK092891|BD12/18-AT|homo_sapiens|AT|2018-08,MK092891,BD12/18-AT,Österreich,AT,Ostösterreich,AT1,NA,NA,NA,NA,NA,NA,2018-08,2018,mammalia,primates,hominidae,homo sapiens,human,"University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",ostösterreich,blood,NA,NA,yyyy-mm,"c(15.8049558, 48.108077)",nuts1,9137,9525,388,0,1,0,0,0,NA,NA,FALSE
MK092892|BD15/18-AT|homo_sapiens|AT|2018-08,MK092892,BD15/18-AT,Österreich,AT,Ostösterreich,AT1,NA,NA,NA,NA,NA,NA,2018-08,2018,mammalia,primates,hominidae,homo sapiens,human,"University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",ostösterreich,blood,NA,NA,yyyy-mm,"c(15.8049558, 48.108077)",nuts1,9137,9525,388,0,1,0,0,0,NA,NA,FALSE
MK092893|BD23/18-AT|homo_sapiens|AT|2018-09,MK092893,BD23/18-AT,Österreich,AT,Ostösterreich,AT1,NA,NA,NA,NA,NA,NA,2018-09,2018,mammalia,primates,hominidae,homo sapiens,human,"University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",ostösterreich,blood,NA,NA,yyyy-mm,"c(15.8049558, 48.108077)",nuts1,9137,9525,388,0,1,0,0,0,NA,NA,FALSE
MK092894|BD1/18-AT|homo_sapiens|AT|2018-06,MK092894,BD1/18-AT,Österreich,AT,Ostösterreich,AT1,NA,NA,NA,NA,NA,NA,2018-06,2018,mammalia,primates,hominidae,homo sapiens,human,"University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",ostösterreich,blood,NA,NA,yyyy-mm,"c(15.8049558, 48.108077)",nuts1,9137,9525,388,0,1,0,0,0,Europe 2,Europe 2-A,FALSE
MK092895|BD6/18-AT|homo_sapiens|AT|2018-08,MK092895,BD6/18-AT,Österreich,AT,Ostösterreich,AT1,NA,NA,NA,NA,NA,NA,2018-08,2018,mammalia,primates,hominidae,homo sapiens,human,"University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",ostösterreich,blood,NA,NA,yyyy-mm,"c(15.8049558, 48.108077)",nuts1,9137,9525,388,0,1,0,0,0,Europe 2,Europe 2-A,FALSE
MK092896|BD8/18-AT|homo_sapiens|AT|2018-08,MK092896,BD8/18-AT,Österreich,AT,Ostösterreich,AT1,NA,NA,NA,NA,NA,NA,2018-08,2018,mammalia,primates,hominidae,homo sapiens,human,"University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",ostösterreich,blood,NA,NA,yyyy-mm,"c(15.8049558, 48.108077)",nuts1,9137,9525,388,0,1,0,0,0,Europe 2,Europe 2-A,FALSE
MK092897|BD11/18-AT|homo_sapiens|AT|2018-08,MK092897,BD11/18-AT,Österreich,AT,Ostösterreich,AT1,NA,NA,NA,NA,NA,NA,2018-08,2018,mammalia,primates,hominidae,homo sapiens,human,"University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",ostösterreich,blood,NA,NA,yyyy-mm,"c(15.8049558, 48.108077)",nuts1,9137,9525,388,0,1,0,0,0,Europe 2,Europe 2-A,FALSE
MK092898|BD13/18-AT|homo_sapiens|AT|2018-08,MK092898,BD13/18-AT,Österreich,AT,Ostösterreich,AT1,NA,NA,NA,NA,NA,NA,2018-08,2018,mammalia,primates,hominidae,homo sapiens,human,"University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",ostösterreich,blood,NA,NA,yyyy-mm,"c(15.8049558, 48.108077)",nuts1,9137,9525,388,0,1,0,0,0,Europe 2,Europe 2-A,FALSE
MK092899|BD14/18-AT|homo_sapiens|AT|2018-08,MK092899,BD14/18-AT,Österreich,AT,Ostösterreich,AT1,NA,NA,NA,NA,NA,NA,2018-08,2018,mammalia,primates,hominidae,homo sapiens,human,"University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",ostösterreich,blood,NA,NA,yyyy-mm,"c(15.8049558, 48.108077)",nuts1,9137,9525,388,0,1,0,0,0,Europe 2,Europe 2-A,FALSE
MK092900|BD19/18-AT|homo_sapiens|AT|2018-08,MK092900,BD19/18-AT,Österreich,AT,Ostösterreich,AT1,NA,NA,NA,NA,NA,NA,2018-08,2018,mammalia,primates,hominidae,homo sapiens,human,"University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",ostösterreich,blood,NA,NA,yyyy-mm,"c(15.8049558, 48.108077)",nuts1,9137,9525,388,0,1,0,0,0,NA,NA,FALSE
MK092901|BD22/18-AT|homo_sapiens|AT|2018-09,MK092901,BD22/18-AT,Österreich,AT,Ostösterreich,AT1,NA,NA,NA,NA,NA,NA,2018-09,2018,mammalia,primates,hominidae,homo sapiens,human,"University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",ostösterreich,blood,NA,NA,yyyy-mm,"c(15.8049558, 48.108077)",nuts1,9137,9525,388,0,1,0,0,0,Europe 2,Europe 2-A,FALSE
NA|Blackbird_London_2022_a|turdus_merula|UK|2022-09,NA,Blackbird_London_2022_a,United Kingdom,UK,London,UKI,NA,NA,NA,NA,NA,NA,2022-09,2022,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,APHA,london,NA,NA,NA,yyyy-mm,"c(-0.1275862, 51.5072178)",nuts1,1,10314,10313,1,1,1,1,1,NA,NA,FALSE
NA|Blackbird_London_2022_b|turdus_merula|UK|2022-09,NA,Blackbird_London_2022_b,United Kingdom,UK,London,UKI,NA,NA,NA,NA,NA,NA,2022-09,2022,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,APHA,london,NA,NA,NA,yyyy-mm,"c(-0.1275862, 51.5072178)",nuts1,1,10314,10313,1,1,1,1,1,NA,NA,FALSE
KC437386|Flavi1|turdidae_sp|ES|2012-11-18,KC437386,Flavi1,España,ES,Comunidad de Madrid,ES3,NA,NA,NA,NA,2012-11-18,2012.87978142077,2012-11,2012,Aves,passeriformes,turdidae,turdidae sp.,thrush sp.,"Instituto de Investigacion en Recursos Cinegeticos, Sanidad Animal",sur,NA,NA,NA,yyyy-mm-dd,"c(-3.74922, 40.463667)",nuts1,7823,9214,1391,1,0,0,0,0,NA,NA,FALSE
PP746541|USUV139/2020/GR|culex_pipiens|EL|2020-09-07,PP746541,USUV139/2020/GR,Ελλάδα,EL,Βόρεια Ελλάδα,EL5,Κεντρική Μακεδονία,EL52,NA,NA,2020-09-07,2020.68306010929,2020-09,2020,insecta,diptera,culicidae,culex pipiens,culex pipiens,"University of West Attica, Public Health Policy",κεντρική μακεδονία,NA,NA,NA,dd-mm-yyyy,"c(23.1918021, 40.621173)",nuts2,9100,9593,493,1,1,0,0,0,NA,NA,FALSE
PP746542|USUV1229/2022/GR|culex_pipiens|EL|2022-09-28,PP746542,USUV1229/2022/GR,Ελλάδα,EL,Βόρεια Ελλάδα,EL5,Κεντρική Μακεδονία,EL52,NA,NA,2022-09-28,2022.7397260274,2022-09,2022,insecta,diptera,culicidae,culex pipiens,culex pipiens,"University of West Attica, Public Health Policy",κεντρική μακεδονία,NA,NA,NA,dd-mm-yyyy,"c(23.1918021, 40.621173)",nuts2,9100,9593,493,1,1,0,0,0,NA,NA,FALSE
PP746543|USUV39/2020/GR|culex_pipiens|EL|2020-08-24,PP746543,USUV39/2020/GR,Ελλάδα,EL,Βόρεια Ελλάδα,EL5,Κεντρική Μακεδονία,EL52,NA,NA,2020-08-24,2020.64480874317,2020-08,2020,insecta,diptera,culicidae,culex pipiens,culex pipiens,"University of West Attica, Public Health Policy",κεντρική μακεδονία,NA,NA,NA,dd-mm-yyyy,"c(23.1918021, 40.621173)",nuts2,9100,9593,493,1,1,0,0,0,NA,NA,FALSE
